STT,query_id,query_text,product_id,product_name,product_price,product_specs,violates_hard_constraint,is_relevant,notes
366,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",263,"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV003CVN (i5 13450HX, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",31190000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core i5 Raptor Lake - 13450HX"", ""ram"": 16, ""vga"": ""Card rời - NVIDIA GeForce RTX 3050, 6 GB"", ""weight"": 2.38, ""battery"": 60.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 144}",,TRUE,
367,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",266,"Laptop Dell Inspiron 14 5441 - 5MNK1 (X1P 64 100, 16GB, 512GB, Full HD+, OfficeH24+365, Win11)",26690000,"{""os"": ""Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic"", ""cpu"": ""Snapdragon X Plus - X1P-64-100"", ""ram"": 16, ""vga"": ""Card tích hợp - Qualcomm Adreno GPU"", ""weight"": 1.53, ""battery"": 54.0, ""storage"": 512, ""material"": ""Vỏ kim loại - Nhôm"", ""screen_size"": 14.0, ""refresh_rate"": 60}",,TRUE,
368,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",293,"Laptop HP 15 fd2127TU - D72CCPA (Ultra 5 225U, 16GB, 512GB, Full HD, Win11)",25290000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core Ultra 5 Arrow Lake - 225U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6}",,TRUE,
369,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",268,"Laptop HP Gaming VICTUS 15 fb3115AX - BX9C9PA (R7 7445HS, 16GB, 512GB, RTX4050 6GB, Full HD 144Hz, Win11)",31390000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""AMD Ryzen 7 - 7445HS"", ""ram"": 16, ""vga"": ""Card rời - NVIDIA GeForce RTX 4050, 6 GB"", ""weight"": 2.29, ""battery"": 70.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 144}",,TRUE,
370,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",269,"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV01ANVN (i5 13450HX, 16GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",30690000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core i5 Raptor Lake - 13450HX"", ""ram"": 16, ""vga"": ""Card rời - NVIDIA GeForce RTX 3050, 6 GB"", ""weight"": 2.38, ""battery"": 60.0, ""storage"": 1024, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 144}",,TRUE,
371,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",272,"Laptop Acer Aspire Lite 16 AL16-71P-582Q - NX.DRSSV.001 (Ultra 5 125H, 16GB, 512GB, Full HD+ 120Hz, Win11)",26090000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core Ultra 5 Meteor Lake - 125H"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Arc Graphics"", ""weight"": 1.6, ""battery"": 58.0, ""storage"": 4096, ""material"": ""Vỏ nhựa"", ""screen_size"": 16.0, ""refresh_rate"": 120}",,TRUE,
372,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",275,"Laptop HP OmniBook 5 AI 16 af1046TU - BZ7Q8PA (Ultra 5 225U, 16GB, 512GB, WUXGA, Cảm ứng, OfficeH24, Win11)",27690000,"{""os"": ""Windows 11 Home SL + Office Home 2024 vĩnh viễn"", ""cpu"": ""Intel Core Ultra 5 Arrow Lake - 225U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Graphics"", ""weight"": 1.734, ""battery"": 59.0, ""storage"": 512, ""material"": ""Vỏ hợp kim Nhôm"", ""screen_size"": 16.0}",,TRUE,
373,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",276,"Laptop HP 15 fd1487TU - D0BH4PA (Ultra 5 125H, 24GB, 512GB, Full HD, Win11)",25090000,"{""os"": ""Windows 11 Home"", ""cpu"": ""Intel Core Ultra 5 Meteor Lake - 125H"", ""ram"": 24, ""vga"": ""Card tích hợp - Intel Arc Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6}",,TRUE,
374,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",277,"Laptop Dell 15 DC15250 - 71084747 (i7 1355U, 16GB, 512GB, Full HD 120 Hz, OfficeHS24+365, Win11)",25890000,"{""os"": ""Windows 11 Home + Microsoft Office Home 2024 vĩnh viễn + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core i7 Raptor Lake - 1355U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
375,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",281,"Laptop Acer Gaming Nitro V 15 ProPanel ANV15 41 R0FE - NH.QPFSV.005 (R7 7735HS, 16GB, 512GB, RTX 3050 6GB, Full HD 180Hz, Win11)",31390000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""AMD Ryzen 7 - 7735HS"", ""ram"": 16, ""vga"": ""Card rời - NVIDIA GeForce RTX 3050, 6 GB"", ""weight"": 2.1, ""battery"": 57.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 180}",,TRUE,
376,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",283,"Laptop MSI Gaming Cyborg 15 A13VEK - 1423VN (i7 13620H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",31390000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core i7 Raptor Lake - 13620H"", ""ram"": 16, ""vga"": ""Card rời - NVIDIA GeForce RTX 4050, 6 GB"", ""weight"": 1.98, ""battery"": 53.5, ""storage"": 512, ""material"": ""Vỏ nhựa - nắp lưng bằng kim loại"", ""screen_size"": 15.6, ""refresh_rate"": 144}",,TRUE,
377,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",284,"Laptop Dell 15 DC15255 - X9YM42 (R7 7730U, 16GB, 1TB, Full HD 120Hz, OfficeH24+36, Win11)",30590000,"{""os"": ""Windows 11 Home SL + Office Home 2024 + Microsoft 365 Basic 1 năm"", ""cpu"": ""AMD Ryzen 7 - 7730U"", ""ram"": 16, ""vga"": ""Card tích hợp - AMD Radeon Graphics"", ""weight"": 1.635, ""battery"": 41.0, ""storage"": 1024, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
378,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",285,"Laptop Lenovo IdeaPad Slim 3 14IPH11 - 83UQ003NVN (Ultra 5 322, 16GB, 512GB, WUXGA, Win11)",25090000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core Ultra 5 Panther Lake - 322"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Graphics"", ""weight"": 1.43, ""battery"": 60.0, ""storage"": 512, ""material"": ""Mặt lưng nhôm - Mặt dưới nhựa"", ""screen_size"": 14.0, ""refresh_rate"": 60}",,TRUE,
379,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",286,"Laptop Dell 15 DC15250 - DC5I7952W1 (i7 1355U, 16GB, 512GB, Full HD+ 120Hz, OfficeH24+365, Win11)",25890000,"{""os"": ""Windows 11 Home + Office Home 2024 + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core i7 Raptor Lake - 1355U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 54.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
380,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",287,"Laptop MSI Gaming Cyborg 15 A13UC - 2088VN (i5 13420H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",27190000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core i5 Raptor Lake - 13420H"", ""ram"": 16, ""vga"": ""Card rời - NVIDIA GeForce RTX 3050, 4 GB"", ""weight"": 1.98, ""battery"": 53.5, ""storage"": 512, ""material"": ""Vỏ nhựa - nắp lưng bằng kim loại"", ""screen_size"": 15.6, ""refresh_rate"": 144}",,TRUE,
381,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",289,"Laptop HP 15 fd1288TU - C2CV7PA (Ultra 7 155H, 16GB, 512GB, Full HD, Win11)",27090000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core Ultra 7 Meteor Lake - 155H"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Arc Graphics"", ""weight"": 1.65, ""battery"": 41.04, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6}",,TRUE,
382,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",290,"Laptop Lenovo Ideapad Slim 5 OLED 14AKP10 - 83HX00B2VN (R5 330, 16GB, 1TB, WUXGA, Win11)",30390000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""AMD Ryzen AI 5 - 330"", ""ram"": 16, ""vga"": ""Card tích hợp - AMD Radeon 820M Graphics"", ""weight"": 1.39, ""battery"": 60.0, ""storage"": 1024, ""material"": ""Vỏ kim loại - Nhôm"", ""screen_size"": 14.0, ""refresh_rate"": 60}",,TRUE,
383,B3,"Laptop gaming RTX, RAM 16GB, giá từ 25 đến 35 triệu",295,"Laptop Dell 15 DC15250 - CPH991 (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeHS24+365, Win11)",27890000,"{""os"": ""Windows 11 Home SL + Office Home 2024 + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core i7 Raptor Lake - 1355U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 54.0, ""storage"": 1024, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
384,B4,"iPhone 256GB, màu xanh, dưới 25 triệu",238,Điện thoại iPhone 17e 256GB,21990000,"{""os"": ""iOS 26"", ""camera"": 48, ""battery"": 4000, ""chipset"": ""Apple A19 6 nhân"", ""storage"": 256, ""charging"": 20, ""material"": ""Khung nhôm & Mặt lưng kính cường lực"", ""screen_size"": 6.1, ""front_camera"": 12}",,TRUE,
385,B5,"Điện thoại Android RAM 12GB, pin 5000mAh, dưới 15 triệu",227,Điện thoại HONOR X9d 5G 12GB/256GB,10840000,"{""os"": ""Android 15"", ""ram"": 12, ""camera"": 108, ""battery"": 8300, ""chipset"": ""Snapdragon 6 Gen 4 8 nhân"", ""storage"": 256, ""charging"": 66, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.79, ""front_camera"": 16, ""refresh_rate"": 120}",,TRUE,
386,B5,"Điện thoại Android RAM 12GB, pin 5000mAh, dưới 15 triệu",250,Điện thoại HONOR 400 Lite 12GB/256GB,8680000,"{""os"": ""Android 15"", ""ram"": 12, ""camera"": 108, ""battery"": 5230, ""chipset"": ""MediaTek Dimensity 7025-Ultra 5G 8 nhân"", ""storage"": 256, ""charging"": 35, ""material"": ""Khung kim loại & Mặt lưng nhựa"", ""screen_size"": 6.7, ""front_camera"": 16, ""refresh_rate"": 120}",,TRUE,
387,B5,"Điện thoại Android RAM 12GB, pin 5000mAh, dưới 15 triệu",256,Điện thoại HONOR 400 5G 12GB/256GB Đen,11600000,"{""os"": ""Android 15"", ""ram"": 12, ""camera"": 200, ""battery"": 6000, ""chipset"": ""Snapdragon 7 Gen 3 8 nhân"", ""storage"": 256, ""charging"": 80, ""material"": ""Khung kim loại & Mặt lưng kính"", ""screen_size"": 6.55, ""front_camera"": 50, ""refresh_rate"": 120}",,TRUE,
388,B5,"Điện thoại Android RAM 12GB, pin 5000mAh, dưới 15 triệu",300,Điện thoại realme P4 Power 5G 12GB/256GB,14490000,"{""os"": ""Android 16"", ""ram"": 12, ""camera"": 50, ""battery"": 10001, ""chipset"": ""MediaTek Dimensity 7400-Ultra 8 nhân"", ""storage"": 256, ""charging"": 80, ""material"": ""Khung nhựa & Mặt lưng nhựa Composite"", ""screen_size"": 6.8, ""front_camera"": 16, ""refresh_rate"": 144}",,TRUE,
389,B5,"Điện thoại Android RAM 12GB, pin 5000mAh, dưới 15 triệu",304,Điện thoại realme 15 Pro 5G 12GB/256GB,12740000,"{""os"": ""Android 15"", ""ram"": 12, ""camera"": 50, ""battery"": 7000, ""chipset"": ""Snapdragon 7 Gen 4 8 nhân"", ""storage"": 256, ""charging"": 80, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.8, ""front_camera"": 50, ""refresh_rate"": 144}",,TRUE,
390,B5,"Điện thoại Android RAM 12GB, pin 5000mAh, dưới 15 triệu",308,Điện thoại Xiaomi Redmi Note 15 Pro+ 5G 12GB/256GB,10890000,"{""os"": ""Xiaomi HyperOS 2.2"", ""ram"": 12, ""camera"": 200, ""battery"": 6500, ""chipset"": ""Snapdragon 7s Gen 4 8 nhân"", ""storage"": 256, ""charging"": 100, ""material"": ""Khung nhựa Polycarbonate & Mặt lưng da nhân tạo, sợi thủy tinh"", ""screen_size"": 6.83, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
391,B6,"Laptop core i7 thế hệ 12, RAM 32GB, SSD 1TB",214,Laptop MacBook Pro 16 inch M5 Pro 48GB/1TB,95990000,"{""os"": ""macOS Tahoe"", ""cpu"": ""Apple M5 Pro"", ""ram"": 48, ""vga"": ""Card tích hợp - 20 nhân GPU"", ""weight"": 2.14, ""battery"": 100.0, ""storage"": 1024, ""material"": ""Vỏ nhôm tái chế 100%"", ""screen_size"": 16.2, ""refresh_rate"": 120}",,TRUE,
392,B6,"Laptop core i7 thế hệ 12, RAM 32GB, SSD 1TB",215,"Laptop Acer Gaming Predator Helios Neo 16 AI PHN16 73 757W - NH.QVQSV.001 (Ultra 7 255HX, 32GB, 1TB, RTX 5060 8GB, 2K+ 240Hz, Win11)",62390000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core Ultra 7 Arrow Lake - 255HX"", ""ram"": 32, ""vga"": ""Card rời - NVIDIA GeForce RTX 5060, 8 GB"", ""weight"": 2.7, ""battery"": 90.0, ""storage"": 2048, ""material"": ""Vỏ nhựa - Nắp lưng bằng nhôm"", ""screen_size"": 16.0, ""refresh_rate"": 240}",,TRUE,
393,B7,"Điện thoại camera 108MP, RAM 8GB, dưới 12 triệu",184,Điện thoại Honor 600 Lite 8GB/256GB,9940000,"{""os"": ""MagicOS 10 (Android 16)"", ""ram"": 8, ""camera"": 108, ""battery"": 6520, ""chipset"": ""MediaTek Dimensity 7100 Elite 8 nhân"", ""storage"": 256, ""charging"": 45, ""material"": ""Khung kim loại & Mặt lưng nhựa"", ""screen_size"": 6.6, ""front_camera"": 16, ""refresh_rate"": 120}",,TRUE,
394,B7,"Điện thoại camera 108MP, RAM 8GB, dưới 12 triệu",227,Điện thoại HONOR X9d 5G 12GB/256GB,10840000,"{""os"": ""Android 15"", ""ram"": 12, ""camera"": 108, ""battery"": 8300, ""chipset"": ""Snapdragon 6 Gen 4 8 nhân"", ""storage"": 256, ""charging"": 66, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.79, ""front_camera"": 16, ""refresh_rate"": 120}",,TRUE,
395,B7,"Điện thoại camera 108MP, RAM 8GB, dưới 12 triệu",250,Điện thoại HONOR 400 Lite 12GB/256GB,8680000,"{""os"": ""Android 15"", ""ram"": 12, ""camera"": 108, ""battery"": 5230, ""chipset"": ""MediaTek Dimensity 7025-Ultra 5G 8 nhân"", ""storage"": 256, ""charging"": 35, ""material"": ""Khung kim loại & Mặt lưng nhựa"", ""screen_size"": 6.7, ""front_camera"": 16, ""refresh_rate"": 120}",,TRUE,
396,B7,"Điện thoại camera 108MP, RAM 8GB, dưới 12 triệu",254,Điện thoại Xiaomi Redmi Note 15 Pro 5G 8GB/256GB,8590000,"{""os"": ""Xiaomi HyperOS 2.2"", ""ram"": 8, ""camera"": 200, ""battery"": 6580, ""chipset"": ""MediaTek Dimensity 7400-Ultra 8 nhân"", ""storage"": 256, ""charging"": 45, ""material"": ""Khung & Mặt lưng nhựa Polycarbonate"", ""screen_size"": 6.83, ""front_camera"": 20, ""refresh_rate"": 120}",,TRUE,
397,B7,"Điện thoại camera 108MP, RAM 8GB, dưới 12 triệu",256,Điện thoại HONOR 400 5G 12GB/256GB Đen,11600000,"{""os"": ""Android 15"", ""ram"": 12, ""camera"": 200, ""battery"": 6000, ""chipset"": ""Snapdragon 7 Gen 3 8 nhân"", ""storage"": 256, ""charging"": 80, ""material"": ""Khung kim loại & Mặt lưng kính"", ""screen_size"": 6.55, ""front_camera"": 50, ""refresh_rate"": 120}",,TRUE,
398,B7,"Điện thoại camera 108MP, RAM 8GB, dưới 12 triệu",302,Điện thoại Xiaomi Redmi Note 15 Pro 8GB/256GB,7290000,"{""os"": ""Xiaomi HyperOS 2.2"", ""ram"": 8, ""camera"": 200, ""battery"": 6500, ""chipset"": ""MediaTek Helio G200-Ultra 8 nhân"", ""storage"": 256, ""charging"": 45, ""material"": ""Khung & Mặt lưng nhựa Polycarbonate"", ""screen_size"": 6.77, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
399,B7,"Điện thoại camera 108MP, RAM 8GB, dưới 12 triệu",308,Điện thoại Xiaomi Redmi Note 15 Pro+ 5G 12GB/256GB,10890000,"{""os"": ""Xiaomi HyperOS 2.2"", ""ram"": 12, ""camera"": 200, ""battery"": 6500, ""chipset"": ""Snapdragon 7s Gen 4 8 nhân"", ""storage"": 256, ""charging"": 100, ""material"": ""Khung nhựa Polycarbonate & Mặt lưng da nhân tạo, sợi thủy tinh"", ""screen_size"": 6.83, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
400,B7,"Điện thoại camera 108MP, RAM 8GB, dưới 12 triệu",309,Điện thoại HONOR X8d 8GB/128GB,7240000,"{""os"": ""Android 16"", ""ram"": 8, ""camera"": 108, ""battery"": 7000, ""chipset"": ""Snapdragon 6s Gen 2 4G 8 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.77, ""front_camera"": 16, ""refresh_rate"": 120}",,TRUE,
401,B9,"Điện thoại 5G RAM 6GB, pin 4500mAh, dưới 8 triệu",235,Điện thoại Honor X7d 5G 8GB/256GB,7340000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 6500, ""chipset"": ""Snapdragon 6s Gen 3 8 nhân"", ""storage"": 256, ""charging"": 35, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.77, ""front_camera"": 8, ""refresh_rate"": 120}",,TRUE,
402,B9,"Điện thoại 5G RAM 6GB, pin 4500mAh, dưới 8 triệu",237,Điện thoại Motorola G57 Power 5G 8GB/128GB,6040000,"{""os"": ""Android 16"", ""ram"": 8, ""camera"": 50, ""battery"": 7000, ""chipset"": ""Snapdragon 6s Gen 4 8 nhân"", ""storage"": 128, ""charging"": 33, ""material"": ""Khung nhựa & Mặt lưng da thuần chay"", ""screen_size"": 6.72, ""front_camera"": 8, ""refresh_rate"": 120}",,TRUE,
403,B9,"Điện thoại 5G RAM 6GB, pin 4500mAh, dưới 8 triệu",239,Điện thoại Xiaomi Redmi Note 15 6GB/128GB,4890000,"{""os"": ""Xiaomi HyperOS 2"", ""ram"": 6, ""camera"": 108, ""battery"": 6000, ""chipset"": ""MediaTek Helio G100-Ultra 8 nhân"", ""storage"": 128, ""charging"": 33, ""material"": ""Khung & Mặt lưng nhựa Polycarbonate"", ""screen_size"": 6.77, ""front_camera"": 20, ""refresh_rate"": 120}",,TRUE,
404,B9,"Điện thoại 5G RAM 6GB, pin 4500mAh, dưới 8 triệu",249,Điện thoại Xiaomi Redmi Note 15 5G 6GB/128GB,6190000,"{""os"": ""Xiaomi HyperOS 2"", ""ram"": 6, ""camera"": 108, ""battery"": 5520, ""chipset"": ""Snapdragon 6 Gen 3 8 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung & Mặt lưng nhựa Polycarbonate"", ""screen_size"": 6.77, ""front_camera"": 20, ""refresh_rate"": 120}",,TRUE,
405,B9,"Điện thoại 5G RAM 6GB, pin 4500mAh, dưới 8 triệu",251,Điện thoại realme C85 8GB/128GB,6140000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 7000, ""chipset"": ""Snapdragon 685 8 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.8, ""front_camera"": 8, ""refresh_rate"": 144}",,TRUE,
406,B9,"Điện thoại 5G RAM 6GB, pin 4500mAh, dưới 8 triệu",253,Điện thoại Samsung Galaxy A17 5G 8GB/128GB,6300000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 5000, ""chipset"": ""Exynos 1330"", ""storage"": 128, ""charging"": 25, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.7, ""front_camera"": 13, ""refresh_rate"": 90}",,TRUE,
407,B9,"Điện thoại 5G RAM 6GB, pin 4500mAh, dưới 8 triệu",255,Điện thoại realme C85 Pro 8GB/128GB,6040000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 7000, ""chipset"": ""Snapdragon 685 8 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.8, ""front_camera"": 8, ""refresh_rate"": 120}",,TRUE,
408,B9,"Điện thoại 5G RAM 6GB, pin 4500mAh, dưới 8 triệu",257,Điện thoại Tecno Spark 40 6GB/128GB,3640000,"{""os"": ""Android 15"", ""ram"": 6, ""camera"": 50, ""battery"": 5200, ""chipset"": ""MediaTek Helio G91 8 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung nhôm & Mặt lưng nhựa Composite"", ""screen_size"": 6.67, ""front_camera"": 8, ""refresh_rate"": 120}",,TRUE,
409,B9,"Điện thoại 5G RAM 6GB, pin 4500mAh, dưới 8 triệu",302,Điện thoại Xiaomi Redmi Note 15 Pro 8GB/256GB,7290000,"{""os"": ""Xiaomi HyperOS 2.2"", ""ram"": 8, ""camera"": 200, ""battery"": 6500, ""chipset"": ""MediaTek Helio G200-Ultra 8 nhân"", ""storage"": 256, ""charging"": 45, ""material"": ""Khung & Mặt lưng nhựa Polycarbonate"", ""screen_size"": 6.77, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
410,B9,"Điện thoại 5G RAM 6GB, pin 4500mAh, dưới 8 triệu",305,Điện thoại Motorola G86 POWER 5G 8GB/128GB,5840000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 6720, ""chipset"": ""Mediatek Dimensity 7400 8 nhân"", ""storage"": 128, ""charging"": 33, ""material"": ""Khung nhựa & Mặt lưng da thuần chay"", ""screen_size"": 6.7, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
411,B9,"Điện thoại 5G RAM 6GB, pin 4500mAh, dưới 8 triệu",306,Điện thoại Motorola Edge 60 Fusion 5G 8GB/256GB,6840000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 5500, ""chipset"": ""Mediatek Dimensity 7400 8 nhân"", ""storage"": 256, ""charging"": 68, ""material"": ""Khung Plastic & Mặt lưng da nhân tạo"", ""screen_size"": 6.7, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
412,B9,"Điện thoại 5G RAM 6GB, pin 4500mAh, dưới 8 triệu",309,Điện thoại HONOR X8d 8GB/128GB,7240000,"{""os"": ""Android 16"", ""ram"": 8, ""camera"": 108, ""battery"": 7000, ""chipset"": ""Snapdragon 6s Gen 2 4G 8 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.77, ""front_camera"": 16, ""refresh_rate"": 120}",,TRUE,
413,C1,"Laptop pin trâu cho dân đi công tác, không cần quá đắt",164,"Laptop Asus Vivobook S14 S3407VA - LY146W (Core 5 210H, 16GB, 512GB, WUXGA, Win11)",22590000,"{""os"": ""Windows 11 Home"", ""cpu"": ""Intel Core 5 Raptor Lake - 210H"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.4, ""battery"": 70.0, ""storage"": 512, ""material"": ""Vỏ bằng kim loại - Chiếu nghỉ tay bằng nhựa"", ""screen_size"": 14.0, ""refresh_rate"": 60}",,TRUE,
414,C1,"Laptop pin trâu cho dân đi công tác, không cần quá đắt",166,"Laptop Lenovo IdeaPad Slim 3 15IPH11 - 83UR00A4VN (Ultra 5 322, 16GB, 512GB, WUXGA, Win11)",25090000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core Ultra 5 Panther Lake - 322"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Graphics"", ""weight"": 1.63, ""battery"": 60.0, ""storage"": 512, ""material"": ""Mặt lưng nhôm - Mặt dưới nhựa"", ""screen_size"": 15.3, ""refresh_rate"": 60}",,TRUE,
415,C1,"Laptop pin trâu cho dân đi công tác, không cần quá đắt",179,Laptop MacBook Air 15 inch M5 16GB/512GB 70W,41790000,"{""os"": ""macOS Tahoe"", ""cpu"": ""Apple M5 - Hãng không công bố"", ""ram"": 16, ""vga"": ""Card tích hợp - 10 nhân GPU"", ""weight"": 1.51, ""battery"": 66.5, ""storage"": 512, ""material"": ""Vỏ nhôm tái chế 100%"", ""screen_size"": 15.3}",,TRUE,
416,C1,"Laptop pin trâu cho dân đi công tác, không cần quá đắt",197,"Laptop HP OmniBook 5 Flip 14 fp0057TU - BZ7Q6PA (Core 5 120U, 16GB, 512GB, WUXGA, Cảm ứng, OfficeH24, Win11)",26890000,"{""os"": ""Windows 11 Home SL + Office Home 2024"", ""cpu"": ""Intel Core 5 Raptor Lake - 120U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Graphics"", ""weight"": 1.638, ""battery"": 68.0, ""storage"": 512, ""material"": ""Vỏ kim loại"", ""screen_size"": 14.0}",,TRUE,
417,C1,"Laptop pin trâu cho dân đi công tác, không cần quá đắt",214,Laptop MacBook Pro 16 inch M5 Pro 48GB/1TB,95990000,"{""os"": ""macOS Tahoe"", ""cpu"": ""Apple M5 Pro"", ""ram"": 48, ""vga"": ""Card tích hợp - 20 nhân GPU"", ""weight"": 2.14, ""battery"": 100.0, ""storage"": 1024, ""material"": ""Vỏ nhôm tái chế 100%"", ""screen_size"": 16.2, ""refresh_rate"": 120}",,TRUE,
